value,name,poly_degree
-2032092348.455567,intercept,3
0.0,coef_0,3
6369408466.433326,coef_1,3
2698036.0305734887,coef_2,3
-6656004924.553247,coef_3,3
-3988086.473515891,coef_4,3
-2495.956018347293,coef_5,3
2305763410.6343746,coef_6,3
1908836.069812676,coef_7,3
909.3271240964532,coef_8,3
0.909306526184082,coef_9,3
